Kingdom,Group,SubGroup,Size (Mb)
Archaea,Euryarchaeota,Methanomicrobia,1.87947
Archaea,Euryarchaeota,Methanomicrobia,2.13844
Archaea,Euryarchaeota,Methanomicrobia,4.55349
Archaea,Euryarchaeota,Methanomicrobia,5.75149
Archaea,Euryarchaeota,Methanomicrobia,4.90719
Archaea,Euryarchaeota,Methanomicrobia,5.01861
Archaea,Euryarchaeota,Methanomicrobia,4.13981
Archaea,Euryarchaeota,Methanomicrobia,4.2341
Archaea,Euryarchaeota,Methanomicrobia,5.42789
Archaea,Euryarchaeota,Methanomicrobia,4.0645
Archaea,Euryarchaeota,Methanomicrobia,3.13023
Archaea,Euryarchaeota,Methanomicrobia,4.56388
Archaea,Euryarchaeota,Methanobacteria,1.7674
Archaea,Euryarchaeota,Methanomicrobia,2.92292
Archaea,Euryarchaeota,Methanomicrobia,3.54474
Archaea,Euryarchaeota,Methanobacteria,1.73102
Archaea,Euryarchaeota,Methanobacteria,1.63914
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.028798
Archaea,Euryarchaeota,Methanobacteria,1.75138
Archaea,Euryarchaeota,Methanococci,1.67745
Archaea,Euryarchaeota,Methanococci,1.68693
Archaea,Euryarchaeota,Methanobacteria,1.24334
Archaea,Euryarchaeota,Methanococci,1.81878
Archaea,Euryarchaeota,Methanococci,1.8542
Archaea,Euryarchaeota,Methanomicrobia,1.51358
Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,2.47667
Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,2.28715
Bacteria,Chlamydiae/Verrucomicrobia group,Verrucomicrobia,2.21064
Bacteria,Proteobacteria,Betaproteobacteria,6.85393
Bacteria,Proteobacteria,Betaproteobacteria,4.64364
Bacteria,Proteobacteria,Betaproteobacteria,2.97152
Bacteria,Proteobacteria,Betaproteobacteria,3.249
Bacteria,Proteobacteria,Gammaproteobacteria,5.07427
Bacteria,Proteobacteria,Gammaproteobacteria,5.02914
Bacteria,Proteobacteria,Gammaproteobacteria,4.98879
Bacteria,Proteobacteria,Gammaproteobacteria,5.04755
Bacteria,Proteobacteria,Gammaproteobacteria,5.44016
Bacteria,Proteobacteria,Alphaproteobacteria,7.73703
Bacteria,Proteobacteria,Alphaproteobacteria,7.42533
Bacteria,Proteobacteria,Alphaproteobacteria,6.87978
Bacteria,Proteobacteria,Alphaproteobacteria,6.21445
Bacteria,Proteobacteria,Alphaproteobacteria,8.83902
Bacteria,Proteobacteria,Alphaproteobacteria,6.28663
Bacteria,Proteobacteria,Alphaproteobacteria,3.30011
Bacteria,Proteobacteria,Alphaproteobacteria,6.93082
Bacteria,Proteobacteria,Alphaproteobacteria,5.849
Bacteria,Proteobacteria,Alphaproteobacteria,6.89911
Bacteria,Proteobacteria,Alphaproteobacteria,3.81876
Bacteria,Proteobacteria,Alphaproteobacteria,6.74342
Bacteria,Proteobacteria,Alphaproteobacteria,3.89895
Bacteria,Proteobacteria,Alphaproteobacteria,7.43359
Bacteria,Proteobacteria,Gammaproteobacteria,5.02229
Bacteria,Proteobacteria,Alphaproteobacteria,4.10343
Bacteria,Proteobacteria,Alphaproteobacteria,3.97125
Bacteria,Proteobacteria,Alphaproteobacteria,3.42496
Bacteria,Proteobacteria,Alphaproteobacteria,4.30543
Bacteria,Proteobacteria,Gammaproteobacteria,4.90238
Bacteria,Proteobacteria,Gammaproteobacteria,4.5831
Bacteria,Proteobacteria,Gammaproteobacteria,3.30456
Bacteria,Proteobacteria,Alphaproteobacteria,4.76098
Bacteria,Proteobacteria,Alphaproteobacteria,4.47591
Bacteria,Proteobacteria,Alphaproteobacteria,3.91205
Bacteria,Proteobacteria,Alphaproteobacteria,4.23545
Bacteria,Proteobacteria,Gammaproteobacteria,3.69625
Bacteria,Proteobacteria,Gammaproteobacteria,4.14247
Bacteria,Proteobacteria,Gammaproteobacteria,3.50961
Bacteria,Proteobacteria,Gammaproteobacteria,4.33516
Bacteria,Proteobacteria,Gammaproteobacteria,4.52607
Bacteria,Proteobacteria,Gammaproteobacteria,4.49344
Bacteria,Proteobacteria,Gammaproteobacteria,4.79671
Bacteria,Proteobacteria,Gammaproteobacteria,5.06728
Bacteria,Proteobacteria,Gammaproteobacteria,5.41272
Bacteria,Proteobacteria,Gammaproteobacteria,5.01079
Bacteria,Proteobacteria,Gammaproteobacteria,4.95415
Bacteria,Proteobacteria,Gammaproteobacteria,5.05168
Bacteria,Proteobacteria,Gammaproteobacteria,3.26196
Bacteria,Proteobacteria,Gammaproteobacteria,2.74529
Bacteria,Proteobacteria,Gammaproteobacteria,2.63762
Bacteria,Proteobacteria,Gammaproteobacteria,3.13719
Bacteria,Proteobacteria,Gammaproteobacteria,3.04765
Bacteria,Proteobacteria,Betaproteobacteria,2.78683
Bacteria,Proteobacteria,Betaproteobacteria,1.30443
Bacteria,Proteobacteria,Betaproteobacteria,1.35291
Bacteria,Proteobacteria,Betaproteobacteria,1.35283
Bacteria,Proteobacteria,Betaproteobacteria,1.35288
Bacteria,Proteobacteria,Betaproteobacteria,3.07904
Bacteria,Proteobacteria,Betaproteobacteria,2.86022
Bacteria,Proteobacteria,Alphaproteobacteria,4.45349
Bacteria,Proteobacteria,Gammaproteobacteria,4.97846
Bacteria,Proteobacteria,Gammaproteobacteria,4.38492
Bacteria,Proteobacteria,Alphaproteobacteria,5.12879
Bacteria,Proteobacteria,Alphaproteobacteria,4.96226
Bacteria,Proteobacteria,Betaproteobacteria,2.75367
Bacteria,Proteobacteria,Betaproteobacteria,2.80379
Bacteria,Proteobacteria,Betaproteobacteria,3.05987
Bacteria,Proteobacteria,Betaproteobacteria,4.30653
Bacteria,Proteobacteria,Betaproteobacteria,4.16131
Bacteria,Proteobacteria,Betaproteobacteria,4.23461
Bacteria,Proteobacteria,Betaproteobacteria,2.86239
Bacteria,Proteobacteria,Betaproteobacteria,3.08201
Bacteria,Proteobacteria,Gammaproteobacteria,4.68714
Eukaryota,Fungi,Ascomycetes,24.4822
Viroids,Pospiviroidae,Pospiviroid,0.00036
Eukaryota,Fungi,Ascomycetes,10.6093
Eukaryota,Fungi,Ascomycetes,10.61
Bacteria,Proteobacteria,Alphaproteobacteria,2.48198
Bacteria,Actinobacteria,Actinobacteria,7.01076
Bacteria,Actinobacteria,Actinobacteria,4.24318
Bacteria,Actinobacteria,Actinobacteria,3.63725
Bacteria,Actinobacteria,Actinobacteria,3.05651
Bacteria,Actinobacteria,Actinobacteria,3.55832
Bacteria,Actinobacteria,Actinobacteria,3.04747
Bacteria,Actinobacteria,Actinobacteria,3.01792
Bacteria,Actinobacteria,Actinobacteria,2.88781
Bacteria,Actinobacteria,Actinobacteria,3.95358
Bacteria,Actinobacteria,Actinobacteria,2.80996
Bacteria,Actinobacteria,Actinobacteria,3.9225
Bacteria,Actinobacteria,Actinobacteria,3.42611
Bacteria,Actinobacteria,Actinobacteria,3.11587
Bacteria,Actinobacteria,Actinobacteria,4.4166
Bacteria,Actinobacteria,Actinobacteria,3.99692
Bacteria,Actinobacteria,Actinobacteria,2.89862
Bacteria,Actinobacteria,Actinobacteria,3.80777
Bacteria,Actinobacteria,Actinobacteria,3.61777
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.046365
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.059254
Bacteria,Actinobacteria,Actinobacteria,3.36936
Bacteria,Actinobacteria,Actinobacteria,3.98203
Bacteria,Actinobacteria,Actinobacteria,4.52428
Bacteria,Actinobacteria,Actinobacteria,2.56033
Bacteria,Actinobacteria,Actinobacteria,3.9525
Bacteria,Actinobacteria,Actinobacteria,8.54382
Bacteria,Actinobacteria,Actinobacteria,4.82303
Bacteria,Actinobacteria,Actinobacteria,8.66127
Eukaryota,Fungi,Basidiomycetes,26.1389
Bacteria,Proteobacteria,Gammaproteobacteria,4.22255
Bacteria,Proteobacteria,Gammaproteobacteria,3.86276
Bacteria,Proteobacteria,Gammaproteobacteria,4.83567
Eukaryota,Animals,Mammals,2438.8
Bacteria,Cyanobacteria,Nostocales,5.74226
Bacteria,Actinobacteria,Actinobacteria,2.44073
Bacteria,Actinobacteria,Actinobacteria,4.01742
Bacteria,Cyanobacteria,Oscillatoriophycideae,7.96651
Bacteria,Cyanobacteria,Oscillatoriophycideae,6.69893
Bacteria,Cyanobacteria,Oscillatoriophycideae,4.69375
Bacteria,Cyanobacteria,Oscillatoriophycideae,5.84279
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.162109
Bacteria,Cyanobacteria,Oscillatoriophycideae,5.68684
Bacteria,unclassified Bacteria,Microgenomates,1.08478
Bacteria,unclassified Bacteria,Microgenomates,0.749932
Bacteria,unclassified Bacteria,Microgenomates,0.899933
Bacteria,unclassified Bacteria,Microgenomates,0.692671
Bacteria,unclassified Bacteria,Microgenomates,0.8907
Bacteria,unclassified Bacteria,Microgenomates,0.711674
Bacteria,unclassified Bacteria,Microgenomates,0.883773
Bacteria,unclassified Bacteria,Microgenomates,0.758139
Bacteria,unclassified Bacteria,Microgenomates,0.612222
Bacteria,unclassified Bacteria,Microgenomates,0.998151
Bacteria,unclassified Bacteria,Microgenomates,0.747913
Bacteria,unclassified Bacteria,Microgenomates,0.933366
Bacteria,unclassified Bacteria,Microgenomates,1.00916
Bacteria,unclassified Bacteria,Microgenomates,0.914308
Bacteria,unclassified Bacteria,Microgenomates,0.85905
Bacteria,unclassified Bacteria,Microgenomates,0.813806
Bacteria,unclassified Bacteria,Microgenomates,0.661848
Bacteria,unclassified Bacteria,Microgenomates,1.08633
Bacteria,unclassified Bacteria,Microgenomates,0.585797
Bacteria,unclassified Bacteria,Microgenomates,1.14798
Bacteria,unclassified Bacteria,Microgenomates,1.08566
Bacteria,unclassified Bacteria,Microgenomates,1.04989
Bacteria,unclassified Bacteria,Microgenomates,0.357038
Bacteria,unclassified Bacteria,Microgenomates,0.959638
Bacteria,unclassified Bacteria,Microgenomates,0.639386
Bacteria,unclassified Bacteria,Microgenomates,0.760225
Bacteria,unclassified Bacteria,Microgenomates,0.856977
Bacteria,unclassified Bacteria,Microgenomates,0.730827
Bacteria,unclassified Bacteria,Microgenomates,1.08943
Bacteria,unclassified Bacteria,Microgenomates,0.628334
Bacteria,unclassified Bacteria,Microgenomates,1.09564
Bacteria,unclassified Bacteria,Microgenomates,0.607153
Bacteria,unclassified Bacteria,Microgenomates,0.240795
Bacteria,unclassified Bacteria,Microgenomates,0.964574
Bacteria,unclassified Bacteria,Microgenomates,0.803568
Bacteria,unclassified Bacteria,Microgenomates,0.741021
Bacteria,unclassified Bacteria,Microgenomates,1.09
Bacteria,unclassified Bacteria,Microgenomates,0.894216
Bacteria,unclassified Bacteria,Microgenomates,0.324218
Bacteria,unclassified Bacteria,Microgenomates,0.867547
Bacteria,unclassified Bacteria,Microgenomates,0.872515
Bacteria,unclassified Bacteria,Microgenomates,0.860944
Bacteria,unclassified Bacteria,Microgenomates,1.03508
Bacteria,unclassified Bacteria,Microgenomates,0.616301
Bacteria,unclassified Bacteria,Microgenomates,0.796582
Bacteria,unclassified Bacteria,Microgenomates,1.02788
Bacteria,unclassified Bacteria,Microgenomates,0.636934
Bacteria,unclassified Bacteria,Microgenomates,1.10181
Bacteria,unclassified Bacteria,Microgenomates,0.60823
Bacteria,unclassified Bacteria,Microgenomates,0.674282
Bacteria,unclassified Bacteria,Microgenomates,0.418396
Bacteria,unclassified Bacteria,Microgenomates,0.61355
Bacteria,unclassified Bacteria,Microgenomates,0.629643
Bacteria,unclassified Bacteria,Microgenomates,0.754272
Bacteria,unclassified Bacteria,Microgenomates,0.954236
Bacteria,unclassified Bacteria,Microgenomates,0.242364
Bacteria,unclassified Bacteria,Microgenomates,0.892301
Bacteria,unclassified Bacteria,Microgenomates,0.277706
Bacteria,unclassified Bacteria,Microgenomates,0.838947
Bacteria,unclassified Bacteria,Microgenomates,0.628644
Bacteria,unclassified Bacteria,Microgenomates,1.0465
Bacteria,unclassified Bacteria,Microgenomates,0.997797
Bacteria,unclassified Bacteria,Microgenomates,0.41036
Bacteria,unclassified Bacteria,Microgenomates,0.567388
Bacteria,unclassified Bacteria,Microgenomates,1.09913
Bacteria,unclassified Bacteria,Microgenomates,0.788285
Bacteria,unclassified Bacteria,Microgenomates,1.10389
Bacteria,unclassified Bacteria,Microgenomates,0.962353
Bacteria,unclassified Bacteria,Microgenomates,1.05566
Bacteria,unclassified Bacteria,Microgenomates,0.43047
Bacteria,unclassified Bacteria,Microgenomates,0.458228
Bacteria,unclassified Bacteria,Microgenomates,1.16506
Bacteria,unclassified Bacteria,Microgenomates,1.27239
Bacteria,unclassified Bacteria,Microgenomates,1.03547
Bacteria,unclassified Bacteria,Microgenomates,0.765206
Bacteria,unclassified Bacteria,Microgenomates,1.08032
Bacteria,unclassified Bacteria,Microgenomates,0.836375
Bacteria,unclassified Bacteria,Microgenomates,1.07093
Bacteria,unclassified Bacteria,Microgenomates,1.03108
Bacteria,unclassified Bacteria,Microgenomates,1.02405
Bacteria,unclassified Bacteria,Microgenomates,1.27111
Bacteria,unclassified Bacteria,Microgenomates,0.769554
Bacteria,unclassified Bacteria,Microgenomates,0.886482
Bacteria,unclassified Bacteria,Microgenomates,0.56282
Bacteria,unclassified Bacteria,Microgenomates,1.46077
Bacteria,unclassified Bacteria,Microgenomates,1.42412
Bacteria,unclassified Bacteria,Microgenomates,1.00676
Bacteria,unclassified Bacteria,Microgenomates,0.282303
Bacteria,unclassified Bacteria,Microgenomates,0.553412
Bacteria,unclassified Bacteria,Microgenomates,0.250684
Bacteria,unclassified Bacteria,Microgenomates,1.32505
Bacteria,unclassified Bacteria,Microgenomates,1.24128
Bacteria,unclassified Bacteria,Microgenomates,1.65063
Bacteria,unclassified Bacteria,Microgenomates,0.614589
Bacteria,unclassified Bacteria,Microgenomates,1.14179
Bacteria,unclassified Bacteria,Microgenomates,1.48053
Bacteria,unclassified Bacteria,Microgenomates,1.21582
Bacteria,unclassified Bacteria,Microgenomates,0.803024
Bacteria,unclassified Bacteria,Microgenomates,1.41629
Bacteria,unclassified Bacteria,Microgenomates,1.42764
Bacteria,unclassified Bacteria,Microgenomates,0.952539
Bacteria,unclassified Bacteria,Microgenomates,0.678048
Bacteria,unclassified Bacteria,Microgenomates,0.849023
Bacteria,unclassified Bacteria,Microgenomates,0.721861
Bacteria,unclassified Bacteria,Microgenomates,0.310453
Bacteria,unclassified Bacteria,Microgenomates,0.417526
Bacteria,unclassified Bacteria,Microgenomates,0.508761
Bacteria,unclassified Bacteria,Microgenomates,0.814058
Bacteria,unclassified Bacteria,Microgenomates,0.700558
Bacteria,unclassified Bacteria,Microgenomates,0.767859
Bacteria,unclassified Bacteria,Microgenomates,0.481657
Bacteria,unclassified Bacteria,Microgenomates,0.354999
Bacteria,unclassified Bacteria,Microgenomates,0.711694
Bacteria,unclassified Bacteria,Microgenomates,0.524706
Bacteria,unclassified Bacteria,Microgenomates,0.567737
Bacteria,unclassified Bacteria,Microgenomates,0.739904
Bacteria,unclassified Bacteria,Microgenomates,0.662825
Bacteria,unclassified Bacteria,Microgenomates,0.654024
Bacteria,unclassified Bacteria,Microgenomates,0.919891
Bacteria,unclassified Bacteria,Microgenomates,0.584168
Bacteria,unclassified Bacteria,Microgenomates,0.851196
Bacteria,unclassified Bacteria,Microgenomates,0.858341
Bacteria,unclassified Bacteria,Microgenomates,1.02354
Bacteria,unclassified Bacteria,Microgenomates,0.488392
Bacteria,unclassified Bacteria,Microgenomates,0.380236
Bacteria,unclassified Bacteria,Microgenomates,0.416589
Bacteria,unclassified Bacteria,Microgenomates,1.11895
Bacteria,unclassified Bacteria,Microgenomates,0.567335
Bacteria,unclassified Bacteria,Microgenomates,0.548054
Bacteria,unclassified Bacteria,Microgenomates,0.962621
Bacteria,unclassified Bacteria,Microgenomates,1.12473
Bacteria,unclassified Bacteria,Microgenomates,0.994505
Bacteria,unclassified Bacteria,Microgenomates,0.707712
Bacteria,unclassified Bacteria,Microgenomates,1.01922
Bacteria,unclassified Bacteria,Microgenomates,0.988286
Bacteria,unclassified Bacteria,Microgenomates,0.921819
Bacteria,unclassified Bacteria,Microgenomates,0.962636
Bacteria,unclassified Bacteria,Microgenomates,0.684587
Bacteria,unclassified Bacteria,Microgenomates,0.79905
Bacteria,unclassified Bacteria,Microgenomates,0.781735
Bacteria,unclassified Bacteria,Microgenomates,0.809864
Bacteria,unclassified Bacteria,Microgenomates,0.864377
Bacteria,unclassified Bacteria,Microgenomates,0.86671
Bacteria,unclassified Bacteria,Microgenomates,0.818391
Bacteria,unclassified Bacteria,Microgenomates,0.744058
Bacteria,unclassified Bacteria,Microgenomates,0.889915
Bacteria,unclassified Bacteria,Microgenomates,1.03891
Bacteria,unclassified Bacteria,Microgenomates,0.53515
Bacteria,unclassified Bacteria,Microgenomates,1.35809
Bacteria,unclassified Bacteria,Microgenomates,1.04386
Bacteria,unclassified Bacteria,Microgenomates,1.08791
Bacteria,unclassified Bacteria,Microgenomates,1.03467
Bacteria,unclassified Bacteria,Microgenomates,0.592905
Bacteria,unclassified Bacteria,Microgenomates,0.288573
Bacteria,unclassified Bacteria,Microgenomates,0.755886
Bacteria,unclassified Bacteria,Microgenomates,0.548199
Bacteria,unclassified Bacteria,Microgenomates,0.754289
Bacteria,unclassified Bacteria,Microgenomates,0.596129
Bacteria,unclassified Bacteria,Microgenomates,0.200897
Bacteria,unclassified Bacteria,Microgenomates,0.857882
Bacteria,unclassified Bacteria,Microgenomates,0.854205
Bacteria,unclassified Bacteria,Microgenomates,0.820606
Bacteria,unclassified Bacteria,Microgenomates,0.598834
Bacteria,unclassified Bacteria,Microgenomates,0.858506
Bacteria,unclassified Bacteria,Microgenomates,0.814831
Bacteria,unclassified Bacteria,Microgenomates,0.860025
Bacteria,unclassified Bacteria,Microgenomates,0.845411
Bacteria,unclassified Bacteria,Microgenomates,0.713546
Bacteria,unclassified Bacteria,Microgenomates,0.858488
Bacteria,unclassified Bacteria,Microgenomates,1.29619
Bacteria,unclassified Bacteria,Microgenomates,0.903868
Bacteria,unclassified Bacteria,Microgenomates,1.08307
Bacteria,unclassified Bacteria,Microgenomates,0.86359
Bacteria,unclassified Bacteria,Microgenomates,1.51428
Bacteria,unclassified Bacteria,Microgenomates,0.310871
Bacteria,unclassified Bacteria,Microgenomates,0.552476
Bacteria,unclassified Bacteria,Microgenomates,0.492749
Bacteria,unclassified Bacteria,Microgenomates,0.904129
Bacteria,unclassified Bacteria,Microgenomates,0.603817
Bacteria,unclassified Bacteria,Microgenomates,0.244504
Bacteria,unclassified Bacteria,Microgenomates,0.610072
Bacteria,unclassified Bacteria,Microgenomates,0.818793
Bacteria,unclassified Bacteria,Microgenomates,0.980472
Bacteria,unclassified Bacteria,Microgenomates,0.894452
Bacteria,unclassified Bacteria,Microgenomates,0.323668
Bacteria,unclassified Bacteria,Microgenomates,0.796937
Bacteria,unclassified Bacteria,Microgenomates,0.853681
Bacteria,unclassified Bacteria,Microgenomates,0.64737
Bacteria,unclassified Bacteria,Microgenomates,0.591473
Bacteria,unclassified Bacteria,Microgenomates,0.541226
Bacteria,unclassified Bacteria,Microgenomates,0.822284
Bacteria,unclassified Bacteria,Microgenomates,0.843974
Bacteria,unclassified Bacteria,Microgenomates,0.541352
Bacteria,unclassified Bacteria,Microgenomates,0.319665
Bacteria,unclassified Bacteria,Microgenomates,0.729641
Bacteria,unclassified Bacteria,Microgenomates,0.818212
Bacteria,unclassified Bacteria,Microgenomates,0.533306
Bacteria,unclassified Bacteria,Microgenomates,0.599666
Bacteria,unclassified Bacteria,Microgenomates,0.481802
Bacteria,unclassified Bacteria,Microgenomates,0.819458
Bacteria,unclassified Bacteria,Microgenomates,0.430499
Bacteria,unclassified Bacteria,Microgenomates,0.543477
Bacteria,unclassified Bacteria,Microgenomates,0.818494
Bacteria,unclassified Bacteria,Microgenomates,0.494025
Bacteria,unclassified Bacteria,Microgenomates,0.473645
Bacteria,unclassified Bacteria,Microgenomates,0.465807
Bacteria,unclassified Bacteria,Microgenomates,0.824487
Bacteria,unclassified Bacteria,Microgenomates,0.648697
Bacteria,unclassified Bacteria,Microgenomates,0.958668
Bacteria,unclassified Bacteria,Microgenomates,0.431344
Bacteria,unclassified Bacteria,Microgenomates,0.717124
Bacteria,unclassified Bacteria,Microgenomates,0.5268
Bacteria,unclassified Bacteria,Microgenomates,1.19678
Bacteria,unclassified Bacteria,Microgenomates,0.630562
Bacteria,unclassified Bacteria,Microgenomates,0.56106
Bacteria,unclassified Bacteria,Microgenomates,0.718397
Bacteria,unclassified Bacteria,Microgenomates,0.516374
Bacteria,unclassified Bacteria,Microgenomates,1.18889
Bacteria,unclassified Bacteria,Microgenomates,0.94837
Bacteria,unclassified Bacteria,Microgenomates,0.711732
Bacteria,unclassified Bacteria,Microgenomates,0.853245
Bacteria,unclassified Bacteria,Microgenomates,0.846109
Bacteria,unclassified Bacteria,Microgenomates,0.97022
Bacteria,unclassified Bacteria,Microgenomates,1.03702
Bacteria,unclassified Bacteria,Microgenomates,1.09963
Bacteria,unclassified Bacteria,Microgenomates,0.335942
Bacteria,unclassified Bacteria,Microgenomates,0.750642
Bacteria,unclassified Bacteria,Microgenomates,0.572302
Bacteria,unclassified Bacteria,Microgenomates,0.538381
Bacteria,unclassified Bacteria,Microgenomates,0.905771
Bacteria,unclassified Bacteria,Microgenomates,0.496224
Bacteria,unclassified Bacteria,Microgenomates,0.999614
Bacteria,unclassified Bacteria,Microgenomates,1.07643
Bacteria,unclassified Bacteria,Microgenomates,0.707442
Bacteria,unclassified Bacteria,Microgenomates,0.801703
Bacteria,unclassified Bacteria,Microgenomates,0.858244
Bacteria,unclassified Bacteria,Microgenomates,0.942035
Bacteria,unclassified Bacteria,Microgenomates,0.733445
Bacteria,unclassified Bacteria,Microgenomates,0.913836
Bacteria,unclassified Bacteria,Microgenomates,0.735413
Bacteria,unclassified Bacteria,Microgenomates,0.733713
Bacteria,unclassified Bacteria,Microgenomates,0.811688
Bacteria,unclassified Bacteria,Microgenomates,0.391764
Bacteria,unclassified Bacteria,Microgenomates,0.481252
Bacteria,unclassified Bacteria,Microgenomates,0.400128
Bacteria,unclassified Bacteria,Microgenomates,0.70033
Bacteria,unclassified Bacteria,Microgenomates,0.656263
Bacteria,unclassified Bacteria,Microgenomates,0.700617
Bacteria,unclassified Bacteria,Microgenomates,0.443802
Bacteria,unclassified Bacteria,Microgenomates,1.06561
Bacteria,unclassified Bacteria,Microgenomates,0.677888
Bacteria,unclassified Bacteria,Microgenomates,0.977514
Bacteria,unclassified Bacteria,Microgenomates,0.674048
Bacteria,unclassified Bacteria,Microgenomates,0.709943
Bacteria,unclassified Bacteria,Microgenomates,0.594449
Bacteria,unclassified Bacteria,Microgenomates,0.633002
Bacteria,unclassified Bacteria,Microgenomates,0.201385
Bacteria,unclassified Bacteria,Microgenomates,0.363612
Bacteria,unclassified Bacteria,Microgenomates,0.168747
Bacteria,unclassified Bacteria,Microgenomates,0.485374
Bacteria,unclassified Bacteria,Microgenomates,0.946557
Bacteria,unclassified Bacteria,Microgenomates,0.39093
Bacteria,unclassified Bacteria,Microgenomates,0.52743
Bacteria,unclassified Bacteria,Microgenomates,0.211711
Bacteria,Actinobacteria,Actinobacteria,5.68312
Eukaryota,Plants,Green Algae,21.1093
Eukaryota,Plants,Green Algae,22.0001
Viruses,dsRNA viruses,Reoviridae,0.025563
Viruses,dsDNA viruses, no RNA stage,unclassified,0.205622
Viruses,dsDNA viruses, no RNA stage,Phycodnaviridae,0.184095
Bacteria,Actinobacteria,Actinobacteria,8.06923
Bacteria,Actinobacteria,Actinobacteria,7.02556
Bacteria,Actinobacteria,Actinobacteria,7.62689
Bacteria,Actinobacteria,Actinobacteria,6.96544
Bacteria,Actinobacteria,Actinobacteria,6.8625
Bacteria,Actinobacteria,Actinobacteria,7.32582
Bacteria,Actinobacteria,Actinobacteria,7.12735
Bacteria,Actinobacteria,Actinobacteria,7.22405
Eukaryota,Animals,Insects,250.525
Viruses,dsDNA viruses, no RNA stage,Polydnaviridae,0.185221
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,9.77123
Eukaryota,Fungi,Ascomycetes,-
Bacteria,Actinobacteria,Actinobacteria,7.47636
Eukaryota,Animals,Mammals,3124.14
Eukaryota,Animals,Mammals,2287.34
Bacteria,Proteobacteria,Alphaproteobacteria,9.17213
Bacteria,Proteobacteria,Alphaproteobacteria,4.02978
Bacteria,Proteobacteria,Alphaproteobacteria,7.08254
Bacteria,Proteobacteria,Alphaproteobacteria,9.63361
Bacteria,Proteobacteria,Alphaproteobacteria,6.47244
Bacteria,Proteobacteria,Betaproteobacteria,4.03931
Viruses,ssDNA viruses,Microviridae,0.004451
Viruses,ssDNA viruses,Microviridae,0.004815
Viruses,ssDNA viruses,Microviridae,0.004671
Viruses,ssDNA viruses,Microviridae,0.004366
Viruses,ssDNA viruses,Microviridae,0.004949
Viruses,ssDNA viruses,Microviridae,0.004552
Viruses,ssDNA viruses,Microviridae,0.004654
Viruses,ssDNA viruses,Microviridae,0.004686
Viruses,ssDNA viruses,Microviridae,0.004424
Viruses,ssDNA viruses,Microviridae,0.004199
Viruses,ssDNA viruses,Microviridae,0.004453
Viruses,ssDNA viruses,Microviridae,0.005755
Viruses,ssDNA viruses,Microviridae,0.005514
Viruses,ssRNA viruses,Togaviridae,0.01155
Viruses,ssRNA viruses,Coronaviridae,0.030119
Viruses,ssRNA viruses,Nyamiviridae,0.011752
Viruses,ssRNA viruses,Secoviridae,0.00928
Viruses,ssRNA viruses,Arteriviridae,0.014927
Viruses,Satellites,unclassified,0.001007
Viruses,Satellites,unclassified,0.001022
Viruses,Satellites,unclassified,0.001009
Viruses,Satellites,unclassified,0.001
Viruses,ssDNA viruses,Nanoviridae,0.007911
Bacteria,Tenericutes,Mollicutes,0.583806
Eukaryota,Fungi,Ascomycetes,21.4987
Viruses,dsDNA viruses, no RNA stage,Mimiviridae,1.16899
Viruses,ssDNA viruses,Geminiviridae,0.002757
Viruses,Satellites,unclassified,0.001358
Viruses,Satellites,unclassified,0.001378
Viruses,ssRNA viruses,Coronaviridae,0.028773
Viruses,dsDNA viruses, no RNA stage,Polyomaviridae,0.005213
Viruses,ssRNA viruses,Caliciviridae,0.008427
Viruses,ssDNA viruses,Circoviridae,0.001753
Viruses,ssRNA viruses,Closteroviridae,0.01545
Viruses,ssRNA viruses,Alphaflexiviridae,0.005914
Viruses,ssDNA viruses,Parvoviridae,0.005149
Viruses,ssRNA viruses,Betaflexiviridae,0.008315
Viruses,ssDNA viruses,Geminiviridae,0.002778
Viruses,Satellites,unclassified,0.001406
Viruses,Retro-transcribing viruses,Caulimoviridae,0.007857
Viruses,ssRNA viruses,Ophioviridae,0.012499
Viruses,ssDNA viruses,Geminiviridae,0.002672
Eukaryota,Fungi,Other Fungi,5.63696
Bacteria,Proteobacteria,Betaproteobacteria,6.65505
Bacteria,Firmicutes,Negativicutes,2.31336
Bacteria,Firmicutes,Negativicutes,2.41256
Bacteria,Firmicutes,Negativicutes,2.57706
Eukaryota,Fungi,Basidiomycetes,13.6345
Bacteria,Proteobacteria,Gammaproteobacteria,3.12101
Eukaryota,Animals,Other Animals,155.866
Viruses,ssRNA viruses,Arenaviridae,0.010705
Bacteria,Actinobacteria,Actinobacteria,3.84196
Bacteria,Actinobacteria,Actinobacteria,3.54492
Bacteria,Actinobacteria,Actinobacteria,2.15297
Bacteria,Actinobacteria,Actinobacteria,2.53363
Viruses,dsRNA viruses,Reoviridae,0.019944
Eukaryota,Animals,Insects,441.264
Bacteria,Actinobacteria,Actinobacteria,4.95365
Bacteria,Actinobacteria,Actinobacteria,5.57552
Viruses,ssRNA viruses,Flaviviridae,0.0106
